日期,收市,開市,高,低,成交量,更改%
2012年6月22日,"19,028.50","18,990.50","19,099.50","18,960.50",-,-1.25%
2012年6月21日,"19,268.50","19,554.50","19,557.50","19,252.50",-,-1.52%
2012年6月20日,"19,566.50","19,524.50","19,593.50","19,461.50",-,1.04%
2012年6月19日,"19,364.50","19,468.50","19,487.50","19,336.50",-,-0.47%
2012年6月18日,"19,456.50","19,553.50","19,622.50","19,411.50",-,0.66%
2012年6月15日,"19,329.50","18,883.50","19,331.50","18,845.50",-,3.04%
2012年6月14日,"18,758.50","18,848.50","18,936.50","18,742.50",-,-0.92%
2012年6月13日,"18,933.50","18,817.50","18,959.50","18,708.50",-,0.94%
2012年6月12日,"18,756.50","18,686.50","18,857.50","18,614.50",-,-1.08%
2012年6月11日,"18,961.50","18,931.50","18,968.50","18,771.50",-,3.31%
2012年6月8日,"18,354.50","18,469.50","18,599.50","18,309.50",-,-0.89%
2012年6月7日,"18,519.50","18,746.50","18,748.50","18,505.50",-,0.14%
2012年6月6日,"18,493.50","18,274.50","18,493.50","18,221.50",-,2.13%
2012年6月5日,"18,108.50","18,086.50","18,207.50","18,016.50",-,0.95%
2012年6月4日,"17,938.50","18,017.50","18,062.50","17,857.50",-,-2.61%
2012年6月1日,"18,419.50","18,232.50","18,527.50","18,232.50",-,-0.60%
2012年5月31日,"18,531.50","18,147.50","18,532.50","18,122.50",-,1.20%
2012年5月30日,"18,311.50","18,564.50","18,572.50","18,307.50",-,-2.23%
2012年5月29日,"18,728.50","18,397.50","18,760.50","18,397.50",-,1.39%
2012年5月28日,"18,472.50","18,344.50","18,568.50","18,338.50",-,-0.43%
2012年5月25日,"18,551.50","18,566.50","18,703.50","18,468.50",-,0.19%
2012年5月24日,"18,515.50","18,622.50","18,749.50","18,488.50",-,-0.40%
2012年5月23日,"18,590.50","18,612.50","18,738.50","18,517.50",-,-1.44%
2012年5月22日,"18,862.50","18,918.50","19,072.50","18,861.50",-,0.30%
2012年5月21日,"18,806.50","18,737.50","18,872.50","18,692.50",-,-0.10%
2012年5月18日,"18,825.50","18,658.50","18,843.50","18,451.50",-,-0.93%
2012年5月17日,"19,002.50","19,192.50","19,295.50","18,972.50",-,-0.87%
2012年5月16日,"19,168.50","19,451.50","19,464.50","19,006.50",-,-2.38%
2012年5月15日,"19,635.50","19,433.50","19,726.50","19,424.50",-,0.57%
2012年5月14日,"19,524.50","19,824.50","19,852.50","19,486.50",-,-1.07%
2012年5月11日,"19,736.50","19,863.50","19,889.50","19,693.50",-,-0.91%
2012年5月10日,"19,917.50","20,130.50","20,174.50","19,884.50",-,-1.07%
2012年5月9日,"20,133.50","20,171.50","20,200.50","20,057.50",-,-0.68%
2012年5月8日,"20,270.50","20,468.50","20,470.50","20,200.50",-,-0.17%
2012年5月7日,"20,304.50","20,512.50","20,513.50","20,286.50",-,-2.81%
2012年5月4日,"20,891.50","20,947.50","21,020.50","20,884.50",-,-0.94%
2012年5月3日,"21,089.50","21,163.50","21,163.50","20,997.50",-,-0.44%
2012年5月2日,"21,182.50","21,061.50","21,241.50","21,038.50",-,1.17%
2012年4月30日,"20,937.50","20,663.50","20,980.50","20,662.50",-,1.89%
2012年4月27日,"20,549.50","20,753.50","20,791.50","20,441.50",-,-0.69%
2012年4月26日,"20,692.50","20,609.50","20,694.50","20,475.50",-,0.74%
2012年4月25日,"20,541.50","20,588.50","20,613.50","20,400.50",-,0.36%
2012年4月24日,"20,468.50","20,448.50","20,626.50","20,359.50",-,0.29%
2012年4月23日,"20,409.50","20,817.50","20,824.50","20,388.50",-,-2.80%
2012年4月20日,"20,998.50","20,888.50","21,091.50","20,879.50",-,-0.12%
2012年4月19日,"21,024.50","20,714.50","21,024.50","20,714.50",-,1.23%
2012年4月18日,"20,768.50","20,818.50","20,867.50","20,725.50",-,1.08%
2012年4月17日,"20,547.50","20,625.50","20,647.50","20,371.50",-,-0.16%
2012年4月16日,"20,579.50","20,506.50","20,641.50","20,470.50",-,-0.66%
2012年4月13日,"20,716.50","20,624.50","20,721.50","20,555.50",-,1.64%
2012年4月12日,"20,381.50","20,088.50","20,381.50","20,076.50",-,1.49%
2012年4月11日,"20,081.50","20,086.50","20,147.50","19,998.50",-,-1.10%
2012年4月10日,"20,304.50","20,350.50","20,445.50","20,267.50",-,-1.00%
2012年4月5日,"20,510.50","20,380.50","20,657.50","20,366.50",-,-1.29%
2012年4月3日,"20,777.50","20,638.50","20,817.50","20,545.50",-,1.58%
2012年4月2日,"20,454.50","20,593.50","20,645.50","20,390.50",-,-0.20%
2012年3月30日,"20,495.50","20,380.50","20,537.50","20,361.50",-,-0.22%
2012年3月29日,"20,541.50","20,653.50","20,675.50","20,497.50",-,-1.71%
2012年3月28日,"20,899.50","21,039.50","21,052.50","20,799.50",-,-1.22%
2012年3月27日,"21,158.50","20,956.50","21,164.50","20,919.50",-,2.09%
2012年3月26日,"20,725.50","20,666.50","20,790.50","20,557.50",-,0.55%
2012年3月23日,"20,612.50","20,765.50","20,769.50","20,577.50",-,-1.27%
2012年3月22日,"20,877.50","20,880.50","20,981.50","20,780.50",-,-0.15%
2012年3月21日,"20,909.50","21,012.50","21,021.50","20,738.50",-,0.10%
2012年3月20日,"20,888.50","21,132.50","21,140.50","20,756.50",-,-0.52%
2012年3月19日,"20,998.50","21,478.50","21,478.50","20,996.50",-,-1.62%
2012年3月16日,"21,344.50","21,287.50","21,465.50","21,260.50",-,0.15%
2012年3月15日,"21,312.50","21,285.50","21,382.50","21,168.50",-,0.16%
2012年3月14日,"21,277.50","21,553.50","21,670.50","21,263.50",-,-0.01%
2012年3月13日,"21,280.50","21,308.50","21,411.50","21,242.50",-,0.73%
2012年3月12日,"21,125.50","21,034.50","21,140.50","20,855.50",-,0.32%
2012年3月9日,"21,057.50","20,858.50","21,151.50","20,814.50",-,1.06%
2012年3月8日,"20,837.50","20,632.50","20,863.50","20,596.50",-,1.31%
2012年3月7日,"20,567.50","20,485.50","20,674.50","20,485.50",-,-0.59%
2012年3月6日,"20,690.50","21,112.50","21,144.50","20,689.50",-,-2.16%
2012年3月5日,"21,147.50","21,463.50","21,531.50","21,121.50",-,-1.80%
2012年3月2日,"21,535.50","21,531.50","21,591.50","21,486.50",-,1.01%
2012年3月1日,"21,320.50","21,476.50","21,618.50","21,276.50",-,-1.53%
2012年2月29日,"21,651.50","21,597.50","21,697.50","21,476.50",-,0.70%
2012年2月28日,"21,501.50","21,218.50","21,570.50","21,203.50",-,1.58%
2012年2月27日,"21,166.50","21,356.50","21,573.50","21,003.50",-,-1.18%
2012年2月24日,"21,418.50","21,497.50","21,498.50","21,301.50",-,0.14%
2012年2月23日,"21,387.50","21,360.50","21,451.50","21,321.50",-,-0.48%
2012年2月22日,"21,490.50","21,331.50","21,572.50","21,268.50",-,0.28%
2012年2月21日,"21,430.50","21,425.50","21,495.50","21,216.50",-,0.32%
2012年2月20日,"21,362.50","21,736.50","21,763.50","21,358.50",-,-0.39%
2012年2月17日,"21,446.50","21,522.50","21,571.50","21,413.50",-,1.07%
2012年2月16日,"21,220.50","21,237.50","21,329.50","21,184.50",-,-0.92%
2012年2月15日,"21,417.50","21,009.50","21,442.50","20,930.50",-,2.12%
2012年2月14日,"20,972.50","20,850.50","20,978.50","20,812.50",-,0.38%
2012年2月13日,"20,893.50","20,775.50","21,006.50","20,711.50",-,0.45%
2012年2月10日,"20,800.50","20,990.50","20,994.50","20,703.50",-,-0.73%
2012年2月9日,"20,954.50","20,965.50","21,088.50","20,794.50",-,-0.79%
2012年2月8日,"21,120.50","20,844.50","21,128.50","20,767.50",-,1.62%
2012年2月7日,"20,784.50","20,832.50","20,919.50","20,677.50",-,0.58%
2012年2月6日,"20,665.50","20,998.50","21,002.50","20,656.50",-,-0.44%
2012年2月3日,"20,756.50","20,716.50","20,814.50","20,653.50",-,-0.06%
2012年2月2日,"20,769.50","20,655.50","20,777.50","20,593.50",-,1.92%
2012年2月1日,"20,378.50","20,361.50","20,565.50","20,292.50",-,0.10%
2012年1月31日,"20,358.50","20,353.50","20,511.50","20,265.50",-,0.49%
2012年1月30日,"20,258.50","20,511.50","20,520.50","20,173.50",-,-1.64%
2012年1月27日,"20,595.50","20,384.50","20,602.50","20,370.50",-,0.89%
2012年1月26日,"20,414.50","20,496.50","20,496.50","20,318.50",-,1.03%
2012年1月20日,"20,206.50","20,074.50","20,206.50","19,949.50",-,1.30%
2012年1月19日,"19,946.50","19,769.50","19,975.50","19,769.50",-,1.78%
2012年1月18日,"19,597.50","19,652.50","19,746.50","19,597.50",-,-0.49%
2012年1月17日,"19,693.50","19,152.50","19,693.50","19,146.50",-,3.49%
2012年1月16日,"19,029.50","19,021.50","19,060.50","18,973.50",-,-1.28%
2012年1月13日,"19,276.50","19,262.50","19,276.50","19,066.50",-,0.91%
2012年1月12日,"19,103.50","19,122.50","19,281.50","19,073.50",-,-0.30%
2012年1月11日,"19,161.50","19,046.50","19,189.50","18,964.50",-,0.88%
2012年1月10日,"18,994.50","19,040.50","19,114.50","18,874.50",-,0.36%
2012年1月9日,"18,925.50","18,581.50","18,925.50","18,268.50",-,1.62%
2012年1月6日,"18,624.50","18,767.50","18,767.50","18,473.50",-,-0.96%
2012年1月5日,"18,804.50","18,763.50","18,836.50","18,725.50",-,0.07%
2012年1月4日,"18,791.50","18,876.50","18,917.50","18,696.50",-,-0.13%
2012年1月3日,"18,815.50","18,832.50","18,879.50","18,730.50",-,1.95%
2012年1月2日,"18,455.50","18,455.50","18,455.50","18,455.50",-,0.03%
2011年12月30日,"18,450.50","18,468.50","18,488.50","18,361.50",-,0.81%
2011年12月29日,"18,302.50","18,257.50","18,386.50","18,256.50",-,-0.58%
2011年12月28日,"18,409.50","18,587.50","18,593.50","18,409.50",-,-0.97%
2011年12月26日,"18,589.50","18,589.50","18,589.50","18,589.50",-,0.00%
2011年12月25日,"18,589.50","18,589.50","18,589.50","18,589.50",-,-0.13%
2011年12月23日,"18,613.50","18,602.50","18,642.50","18,565.50",-,1.05%
2011年12月22日,"18,419.50","18,305.50","18,419.50","18,229.50",-,0.01%
2011年12月21日,"18,417.50","18,462.50","18,506.50","18,270.50",-,2.36%
2011年12月20日,"17,992.50","18,032.50","18,286.50","17,968.50",-,-0.44%
2011年12月19日,"18,072.50","17,990.50","18,100.50","17,777.50",-,-1.12%
2011年12月16日,"18,276.50","17,971.50","18,393.50","17,971.50",-,1.74%
2011年12月15日,"17,964.50","18,067.50","18,117.50","17,856.50",-,-1.73%
2011年12月14日,"18,281.50","18,330.50","18,470.50","18,252.50",-,-0.77%
2011年12月13日,"18,422.50","18,346.50","18,480.50","18,264.50",-,-0.45%
2011年12月12日,"18,506.50","18,894.50","18,923.50","18,477.50",-,-0.20%
2011年12月11日,"18,544.50","18,544.50","18,544.50","18,544.50",-,-0.01%
2011年12月9日,"18,546.50","18,695.50","18,818.50","18,465.50",-,-2.90%
2011年12月8日,"19,100.50","19,112.50","19,164.50","18,940.50",-,-0.37%
2011年12月7日,"19,171.50","19,073.50","19,266.50","18,983.50",-,0.74%
2011年12月6日,"19,030.50","19,000.50","19,030.50","18,787.50",-,-0.29%
2011年12月5日,"19,085.50","19,112.50","19,187.50","18,956.50",-,-0.58%
2011年12月2日,"19,196.50","19,011.50","19,196.50","18,884.50",-,1.43%
2011年12月1日,"18,925.50","19,031.50","19,040.50","18,869.50",-,4.66%
2011年11月30日,"18,083.50","18,160.50","18,160.50","17,820.50",-,-0.19%
2011年11月29日,"18,118.50","18,150.50","18,358.50","18,013.50",-,0.71%
2011年11月28日,"17,990.50","18,064.50","18,084.50","17,924.50",-,1.98%
2011年11月25日,"17,640.50","17,605.50","17,826.50","17,570.50",-,-1.29%
2011年11月24日,"17,871.50","17,657.50","17,990.50","17,611.50",-,0.29%
2011年11月23日,"17,819.50","17,916.50","17,959.50","17,792.50",-,-1.97%
2011年11月22日,"18,178.50","18,076.50","18,337.50","17,968.50",-,0.33%
2011年11月21日,"18,118.50","18,171.50","18,272.50","18,006.50",-,-1.82%
2011年11月18日,"18,453.50","18,463.50","18,501.50","18,339.50",-,-2.19%
2011年11月17日,"18,866.50","18,537.50","18,919.50","18,535.50",-,-0.11%
2011年11月16日,"18,886.50","19,407.50","19,445.50","18,710.50",-,-2.24%
2011年11月15日,"19,319.50","19,361.50","19,397.50","19,196.50",-,-1.04%
2011年11月14日,"19,522.50","19,593.50","19,662.50","19,491.50",-,2.43%
2011年11月11日,"19,058.50","19,129.50","19,184.50","18,977.50",-,0.09%
2011年11月10日,"19,040.50","19,077.50","19,189.50","18,886.50",-,-4.52%
2011年11月9日,"19,942.50","20,048.50","20,164.50","19,910.50",-,0.74%
2011年11月8日,"19,795.50","19,769.50","19,909.50","19,605.50",-,1.05%
2011年11月7日,"19,589.50","19,901.50","19,961.50","19,589.50",-,-1.43%
2011年11月4日,"19,874.50","19,829.50","19,972.50","19,742.50",-,3.06%
2011年11月3日,"19,284.50","19,447.50","19,513.50","19,068.50",-,-2.35%
2011年11月2日,"19,748.50","19,124.50","19,782.50","18,985.50",-,2.29%
2011年11月1日,"19,306.50","19,425.50","19,685.50","19,247.50",-,-2.41%
2011年10月31日,"19,782.50","20,008.50","20,137.50","19,670.50",-,-1.62%
2011年10月28日,"20,108.50","20,068.50","20,202.50","19,936.50",-,1.87%
2011年10月27日,"19,738.50","19,059.50","19,738.50","18,934.50",-,3.86%
2011年10月26日,"19,005.50","18,689.50","19,088.50","18,683.50",-,0.12%
2011年10月25日,"18,982.50","18,797.50","18,982.50","18,729.50",-,0.84%
2011年10月24日,"18,823.50","18,297.50","18,823.50","18,297.50",-,4.68%
2011年10月21日,"17,981.50","18,064.50","18,091.50","17,920.50",-,-0.34%
2011年10月20日,"18,043.50","18,164.50","18,172.50","17,757.50",-,-1.36%
2011年10月19日,"18,292.50","18,369.50","18,433.50","18,183.50",-,0.80%
2011年10月18日,"18,147.50","18,367.50","18,421.50","17,934.50",-,-3.59%
2011年10月17日,"18,822.50","18,833.50","18,898.50","18,643.50",-,2.15%
2011年10月14日,"18,425.50","18,621.50","18,662.50","18,336.50",-,-1.00%
2011年10月13日,"18,612.50","18,630.50","18,743.50","18,383.50",-,0.91%
2011年10月12日,"18,445.50","17,886.50","18,445.50","17,768.50",-,2.52%
2011年10月11日,"17,991.50","18,383.50","18,423.50","17,991.50",-,1.52%
2011年10月10日,"17,721.50","17,854.50","17,901.50","17,389.50",-,0.37%
2011年10月7日,"17,655.50","17,415.50","17,774.50","17,403.50",-,2.54%
2011年10月6日,"17,217.50","16,912.50","17,217.50","16,824.50",-,5.79%
2011年10月4日,"16,274.50","16,663.50","16,855.50","16,147.50",-,-3.58%
2011年10月3日,"16,879.50","16,970.50","17,091.50","16,719.50",-,-3.07%
2011年9月30日,"17,413.50","17,936.50","17,936.50","17,413.50",-,-2.93%
2011年9月29日,"17,938.50","17,938.50","17,938.50","17,938.50",-,0.02%
2011年9月28日,"17,934.50","17,912.50","18,062.50","17,811.50",-,-0.59%
2011年9月27日,"18,041.50","17,827.50","18,102.50","17,753.50",-,3.49%
2011年9月26日,"17,433.50","17,632.50","17,736.50","16,995.50",-,-1.86%
2011年9月23日,"17,764.50","17,554.50","17,824.50","17,377.50",-,-0.33%
2011年9月22日,"17,822.50","18,190.50","18,261.50","17,765.50",-,-4.92%
2011年9月21日,"18,745.50","18,878.50","19,033.50","18,681.50",-,-1.44%
2011年9月20日,"19,018.50","19,032.50","19,076.50","18,729.50",-,0.58%
2011年9月19日,"18,908.50","19,239.50","19,269.50","18,841.50",-,-2.16%
2011年9月16日,"19,325.50","19,525.50","19,667.50","19,325.50",-,0.56%
2011年9月15日,"19,218.50","19,212.50","19,267.50","18,892.50",-,1.23%
2011年9月14日,"18,984.50","19,255.50","19,271.50","18,601.50",-,-0.03%
2011年9月12日,"18,989.50","19,205.50","19,253.50","18,929.50",-,-3.73%
2011年9月9日,"19,725.50","19,861.50","20,068.50","19,725.50",-,-0.78%
2011年9月8日,"19,880.50","20,131.50","20,136.50","19,731.50",-,-0.51%
2011年9月7日,"19,982.50","19,831.50","20,004.50","19,706.50",-,1.52%
2011年9月6日,"19,683.50","19,252.50","19,789.50","19,176.50",-,0.75%
2011年9月5日,"19,537.50","19,750.50","19,752.50","19,443.50",-,-2.67%
2011年9月2日,"20,073.50","20,333.50","20,439.50","20,042.50",-,-1.58%
2011年9月1日,"20,396.50","20,601.50","20,923.50","20,396.50",-,-0.34%
2011年8月31日,"20,465.50","20,183.50","20,465.50","20,048.50",-,1.83%
2011年8月30日,"20,097.50","20,035.50","20,241.50","19,943.50",-,1.84%
2011年8月29日,"19,733.50","19,812.50","19,917.50","19,698.50",-,0.92%
2011年8月26日,"19,554.50","19,776.50","19,929.50","19,517.50",-,-1.10%
2011年8月25日,"19,771.50","19,734.50","19,784.50","19,624.50",-,1.89%
2011年8月24日,"19,405.50","19,927.50","19,935.50","19,405.50",-,-2.13%
2011年8月23日,"19,828.50","19,422.50","19,858.50","19,353.50",-,1.73%
2011年8月22日,"19,491.50","19,242.50","19,623.50","19,000.50",-,0.94%
2011年8月19日,"19,310.50","19,401.50","19,559.50","19,239.50",-,-3.23%
2011年8月18日,"19,954.50","20,126.50","20,275.50","19,893.50",-,-1.05%
2011年8月17日,"20,166.50","20,286.50","20,465.50","20,134.50",-,0.31%
2011年8月16日,"20,104.50","20,232.50","20,352.50","20,042.50",-,-0.33%
2011年8月15日,"20,170.50","19,895.50","20,203.50","19,833.50",-,3.36%
2011年8月12日,"19,515.50","19,687.50","19,861.50","19,485.50",-,0.47%
2011年8月11日,"19,424.50","19,297.50","19,677.50","19,209.50",-,-1.02%
2011年8月10日,"19,625.50","19,989.50","20,009.50","19,483.50",-,1.03%
2011年8月9日,"19,425.50","19,038.50","20,109.50","18,790.50",-,-4.72%
2011年8月8日,"20,388.50","20,284.50","20,511.50","19,969.50",-,-1.73%
2011年8月5日,"20,746.50","20,780.50","20,941.50","20,559.50",-,-4.45%
2011年8月4日,"21,712.50","22,002.50","22,027.50","21,647.50",-,-1.05%
2011年8月3日,"21,942.50","21,955.50","21,982.50","21,828.50",-,-1.96%
2011年8月2日,"22,381.50","22,506.50","22,584.50","22,303.50",-,-1.32%
2011年8月1日,"22,680.50","22,665.50","22,839.50","22,644.50",-,1.45%
2011年7月29日,"22,355.50","22,493.50","22,593.50","22,262.50",-,-1.07%
2011年7月28日,"22,597.50","22,262.50","22,597.50","22,184.50",-,0.40%
2011年7月27日,"22,506.50","22,409.50","22,610.50","22,404.50",-,-0.05%
2011年7月26日,"22,518.50","22,259.50","22,552.50","22,225.50",-,1.05%
2011年7月25日,"22,285.50","22,287.50","22,317.50","22,182.50",-,-0.89%
2011年7月22日,"22,485.50","22,217.50","22,485.50","22,208.50",-,2.28%
2011年7月21日,"21,984.50","22,063.50","22,120.50","21,848.50",-,0.01%
2011年7月20日,"21,982.50","22,145.50","22,167.50","21,874.50",-,0.57%
2011年7月19日,"21,857.50","21,775.50","21,924.50","21,602.50",-,0.30%
2011年7月18日,"21,792.50","21,744.50","22,037.50","21,711.50",-,-0.35%
2011年7月15日,"21,869.50","21,876.50","21,984.50","21,772.50",-,-0.58%
2011年7月14日,"21,997.50","21,963.50","21,997.50","21,728.50",-,0.36%
2011年7月13日,"21,918.50","21,766.50","21,952.50","21,696.50",-,1.53%
2011年7月12日,"21,588.50","22,085.50","22,104.50","21,554.50",-,-3.40%
2011年7月11日,"22,348.50","22,606.50","22,621.50","22,314.50",-,-2.01%
2011年7月8日,"22,807.50","22,735.50","22,879.50","22,700.50",-,1.10%
2011年7月7日,"22,559.50","22,589.50","22,748.50","22,524.50",-,0.34%
2011年7月6日,"22,482.50","22,698.50","22,776.50","22,482.50",-,-1.30%
2011年7月5日,"22,779.50","22,887.50","22,891.50","22,743.50",-,-0.32%
2011年7月4日,"22,852.50","22,881.50","22,899.50","22,744.50",-,1.90%
2011年7月1日,"22,426.50","22,426.50","22,426.50","22,426.50",-,0.04%
2011年6月30日,"22,417.50","22,205.50","22,483.50","22,173.50",-,1.39%
2011年6月29日,"22,109.50","22,264.50","22,275.50","22,006.50",-,0.48%
2011年6月28日,"22,004.50","22,112.50","22,216.50","21,933.50",-,-0.07%
2011年6月27日,"22,019.50","21,881.50","22,091.50","21,854.50",-,-0.54%
2011年6月24日,"22,138.50","21,806.50","22,172.50","21,761.50",-,1.98%
2011年6月23日,"21,709.50","21,774.50","21,918.50","21,617.50",-,-0.60%
2011年6月22日,"21,840.50","21,992.50","22,044.50","21,806.50",-,0.04%
2011年6月21日,"21,831.50","21,784.50","21,868.50","21,655.50",-,0.96%
2011年6月20日,"21,623.50","21,704.50","21,872.50","21,487.50",-,-0.03%
2011年6月17日,"21,629.50","21,962.50","21,983.50","21,598.50",-,-1.42%
2011年6月16日,"21,940.50","22,043.50","22,076.50","21,866.50",-,-1.32%
2011年6月15日,"22,233.50","22,512.50","22,538.50","22,233.50",-,-1.13%
2011年6月14日,"22,488.50","22,279.50","22,615.50","22,243.50",-,0.29%
2011年6月13日,"22,424.50","22,107.50","22,458.50","22,086.50",-,0.59%
2011年6月10日,"22,293.50","22,561.50","22,598.50","22,217.50",-,-0.93%
2011年6月9日,"22,503.50","22,553.50","22,602.50","22,291.50",-,-0.24%
2011年6月8日,"22,558.50","22,736.50","22,736.50","22,524.50",-,-1.20%
2011年6月7日,"22,832.50","22,737.50","22,902.50","22,684.50",-,-0.46%
2011年6月3日,"22,937.50","23,206.50","23,232.50","22,865.50",-,-0.98%
2011年6月2日,"23,164.50","23,170.50","23,247.50","23,129.50",-,-1.48%
2011年6月1日,"23,511.50","23,570.50","23,595.50","23,473.50",-,-0.11%
2011年5月31日,"23,536.50","23,244.50","23,613.50","23,242.50",-,1.87%
2011年5月30日,"23,103.50","22,970.50","23,134.50","22,944.50",-,-0.22%
2011年5月27日,"23,154.50","22,913.50","23,181.50","22,883.50",-,1.14%
2011年5月26日,"22,893.50","22,856.50","22,967.50","22,811.50",-,0.64%
2011年5月25日,"22,748.50","22,590.50","22,783.50","22,474.50",-,0.10%
2011年5月24日,"22,725.50","22,696.50","22,762.50","22,632.50",-,0.44%
2011年5月23日,"22,626.50","22,889.50","22,904.50","22,626.50",-,-2.34%
2011年5月20日,"23,167.50","23,192.50","23,236.50","23,114.50",-,0.11%
2011年5月19日,"23,141.50","23,047.50","23,238.50","22,985.50",-,0.78%
2011年5月18日,"22,962.50","22,868.50","23,039.50","22,856.50",-,0.83%
2011年5月17日,"22,772.50","22,757.50","22,883.50","22,662.50",-,-0.01%
2011年5月16日,"22,775.50","22,937.50","23,065.50","22,775.50",-,-2.22%
2011年5月13日,"23,291.50","22,965.50","23,328.50","22,814.50",-,1.82%
2011年5月12日,"22,875.50","23,137.50","23,137.50","22,839.50",-,-1.13%
2011年5月11日,"23,137.50","23,307.50","23,405.50","23,081.50",-,-0.11%
2011年5月10日,"23,163.50","23,163.50","23,163.50","23,163.50",-,0.02%
2011年5月9日,"23,159.50","23,045.50","23,231.50","23,034.50",-,0.77%
2011年5月6日,"22,981.50","22,856.50","23,052.50","22,807.50",-,-0.60%
2011年5月5日,"23,120.50","23,053.50","23,151.50","22,976.50",-,0.21%
2011年5月4日,"23,071.50","23,333.50","23,377.50","23,034.50",-,-1.36%
2011年5月3日,"23,390.50","23,591.50","23,784.50","23,390.50",-,-0.51%
2011年4月29日,"23,510.50","23,580.50","23,664.50","23,455.50",-,-0.38%
2011年4月28日,"23,600.50","24,050.50","24,160.50","23,600.50",-,-0.99%
2011年4月27日,"23,836.50","24,177.50","24,282.50","23,792.50",-,-0.52%
2011年4月26日,"23,961.50","23,991.50","24,087.50","23,815.50",-,-0.59%
2011年4月22日,"24,103.50","24,103.50","24,103.50","24,103.50",-,-0.09%
2011年4月21日,"24,125.50","24,066.50","24,199.50","24,031.50",-,1.02%
2011年4月20日,"23,881.50","23,666.50","23,881.50","23,624.50",-,1.82%
2011年4月19日,"23,454.50","23,641.50","23,647.50","23,418.50",-,-1.44%
2011年4月18日,"23,797.50","23,932.50","24,156.50","23,724.50",-,-0.80%
2011年4月15日,"23,988.50","24,090.50","24,253.50","23,870.50",-,-0.05%
2011年4月14日,"23,999.50","23,999.50","24,070.50","23,896.50",-,-0.58%
2011年4月13日,"24,139.50","23,926.50","24,215.50","23,850.50",-,0.75%
2011年4月12日,"23,959.50","24,198.50","24,199.50","23,922.50",-,-1.47%
2011年4月11日,"24,316.50","24,410.50","24,479.50","24,242.50",-,-0.49%
2011年4月8日,"24,436.50","24,315.50","24,478.50","24,249.50",-,0.57%
2011年4月7日,"24,298.50","24,327.50","24,375.50","24,210.50",-,0.00%
2011年4月6日,"24,298.50","24,229.50","24,336.50","24,113.50",-,0.47%
2011年4月5日,"24,184.50","24,184.50","24,184.50","24,184.50",-,-0.04%
2011年4月4日,"24,193.50","23,940.50","24,193.50","23,905.50",-,1.46%
2011年4月1日,"23,845.50","23,585.50","23,845.50","23,476.50",-,1.38%
2011年3月31日,"23,520.50","23,508.50","23,594.50","23,456.50",-,0.35%
2011年3月30日,"23,439.50","23,215.50","23,512.50","23,168.50",-,1.81%
2011年3月29日,"23,023.50","22,993.50","23,129.50","22,947.50",-,-0.03%
2011年3月28日,"23,031.50","23,087.50","23,260.50","22,919.50",-,-0.50%
2011年3月25日,"23,146.50","23,185.50","23,195.50","23,075.50",-,0.97%
2011年3月24日,"22,923.50","22,893.50","23,151.50","22,852.50",-,0.55%
2011年3月23日,"22,797.50","22,737.50","22,832.50","22,686.50",-,-0.05%
2011年3月22日,"22,809.50","22,641.50","22,881.50","22,612.50",-,0.90%
2011年3月21日,"22,605.50","22,458.50","22,673.50","22,346.50",-,1.62%
2011年3月18日,"22,245.50","22,386.50","22,441.50","22,245.50",-,0.32%
2011年3月17日,"22,173.50","22,274.50","22,454.50","22,100.50",-,-2.01%
2011年3月16日,"22,627.50","22,609.50","22,777.50","22,497.50",-,0.25%
2011年3月15日,"22,570.50","23,087.50","23,111.50","22,169.50",-,-3.02%
2011年3月14日,"23,272.50","23,109.50","23,308.50","23,004.50",-,0.34%
2011年3月11日,"23,192.50","23,390.50","23,485.50","23,039.50",-,-1.83%
2011年3月10日,"23,625.50","23,775.50","23,795.50","23,514.50",-,-0.50%
2011年3月9日,"23,743.50","23,801.50","23,899.50","23,743.50",-,-0.03%
2011年3月8日,"23,750.50","23,279.50","23,750.50","23,220.50",-,1.85%
2011年3月7日,"23,318.50","23,151.50","23,434.50","23,082.50",-,-0.05%
2011年3月4日,"23,329.50","23,308.50","23,469.50","23,302.50",-,1.46%
2011年3月3日,"22,993.50","23,037.50","23,287.50","22,993.50",-,0.24%
2011年3月2日,"22,937.50","23,084.50","23,129.50","22,823.50",-,-1.85%
2011年3月1日,"23,370.50","23,299.50","23,442.50","23,195.50",-,0.36%
2011年2月28日,"23,286.50","22,854.50","23,354.50","22,778.50",-,1.70%
2011年2月25日,"22,896.50","22,636.50","23,039.50","22,625.50",-,1.43%
2011年2月24日,"22,574.50","22,864.50","23,047.50","22,469.50",-,-1.61%
2011年2月23日,"22,944.50","22,962.50","23,029.50","22,836.50",-,-0.05%
2011年2月22日,"22,955.50","23,198.50","23,198.50","22,920.50",-,-2.14%
2011年2月21日,"23,457.50","23,499.50","23,565.50","23,432.50",-,-0.67%
2011年2月18日,"23,615.50","23,293.50","23,615.50","23,273.50",-,1.38%
2011年2月17日,"23,294.50","23,166.50","23,294.50","23,040.50",-,0.84%
2011年2月16日,"23,100.50","22,977.50","23,174.50","22,783.50",-,0.76%
2011年2月15日,"22,926.50","23,006.50","23,072.50","22,854.50",-,-0.69%
2011年2月14日,"23,086.50","22,889.50","23,161.50","22,858.50",-,1.45%
2011年2月11日,"22,755.50","22,690.50","22,826.50","22,417.50",-,0.23%
